,X.1,X,Month,Day,Year,Time,Location,Operator,Flight..,Route,Type,Registration,cn.In,Aboard,Fatalities,Ground,Summary,CrashStatus
1871,1871,1871,2,21,1964,16:00,Philippines,Philippine Air Lines,946,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,PI-C97,14944/2638,32,31,0,NA,Y
1872,1872,1872,2,22,1964,,India,Military - Indian Air Force,,,Fairchild C-119,,,22,22,0,NA,Y
1873,1873,1873,2,22,1964,4:50,Montana,Commercial Air Taxi,,,Beechcraft C35,N1800D,,2,2,0,NA,Y
1874,1874,1874,2,25,1964,2:06,Louisiana,Eastern Air Lines,304,Mexico City - New Orleans - New York City,McDonnell Douglas DC-8-21,N8607,45428/61,58,58,0,NA,Y
1875,1875,1875,2,27,1964,6:15,Japan,Fuji Airlines,902,Kagoshima - Oita,Convair CV-240-0,JA5098,53,42,20,0,NA,Y
1876,1876,1876,2,29,1964,14:14,Austria,British Eagle International Airlines,802,London - Innsbruck,Bristol Britannia 312,G-AOVO,13423,83,83,0,NA,Y
1877,1877,1877,3,1,1964,11:29,Nevada,Paradise Airlines,901A,"San Jose, CA - Lake Tahoe",Lockheed 049 Constellation,N86504,2025,85,85,0,NA,Y
1878,1878,1878,3,8,1964,18:45,Colombia,Taxi Aereo de Santander,,Pereira - Bogota,Douglas DC-3,HK-862,12374,28,28,0,NA,Y
1879,1879,1879,3,8,1964,23:56,Near Chicago Illinois,Snow Valley Ski Lines,,,Douglas DC-3,N410D,4970,30,1,0,NA,Y
1880,1880,1880,3,10,1964,8:22,Massachutes,Slick Airways - Cargo,12,New York - Winsor Locks - Boston,Douglas DC-4,N384,18379,3,3,0,NA,Y
1881,1881,1881,3,12,1964,20:50,Montana,Frontier Airlines,32,Billings - Miles City - Glendive - Sidney,Douglas DC-3C,N61442,9642,5,5,0,NA,Y
1882,1882,1882,3,20,1964,7:20,North Carolina,Commercial Air Taxi,,,Piper PA-23,N4320P,,3,3,0,NA,Y
1883,1883,1883,3,28,1964,22:39,Italy,Alitalia,45,Rome - Napoli,Vickers Viscount 785D,I-LAKE,328,45,45,0,NA,Y
1884,1884,1884,3,28,1964,6:00,North PacifiOcean,Private - Facilities Management Co.,-,Honolulu - San Francisco,Douglas C-54A-10-DC,N4726V,10315,9,9,0,NA,Y
1885,1885,1885,4,12,1964,,Somalia,Aden Airways,,,Douglas DC-3,VR-AAM,15530/26975,15,15,0,NA,Y
1886,1886,1886,4,17,1964,19:32,Saudi Arabia,Middle East Airlines,444,,Sud Aviation Caravelle 3,OD-AEM,023/21,49,49,0,NA,Y
1887,1887,1887,4,17,1964,15:14,Alaska,Wein Alaska Airlines Inc.,,,Cessna 185,N9984X,,2,2,0,NA,Y
1888,1888,1888,5,7,1964,6:49,California,PacifiAir Lines,773,Stockton - San Fransisco,Fairchild F-27A,N2770R,36,44,44,0,NA,Y
1889,1889,1889,5,8,1964,,Panama,Military - Argentine Air Force,,,Douglas C-54,TC-46,,10,10,0,NA,Y
1890,1890,1890,5,8,1964,20:20,Peru,Fuerza Aérea Argentina,,Buenos Aires - Lima,Douglas C-54,T-47,,49,46,0,NA,Y
1891,1891,1891,5,11,1964,19:20,Philippines,Military - U.S. Air Force,,,Boeing C-135B,62-0332,,84,79,0,NA,Y
1892,1892,1892,5,20,1964,10:00,Philippines,Philippine Air Lines,,Siocon - Zamboanga,de Havilland Canada DHC-3 Otter,PI-C51,68,11,11,0,NA,Y
1893,1893,1893,5,27,1964,,,VASP,,Training,Douglas C-47-DL,PP-SPZ,4649,3,3,0,NA,Y
1894,1894,1894,6,4,1964,21:00,Texas,Commercial Air Taxi,,,Piper PA-24,N5420P,,3,3,0,NA,Y
1895,1895,1895,6,13,1964,,,Saudi Arabian Airlines,,Training,Douglas C-47A,HZ-AAN,12899,2,2,0,NA,Y
1896,1896,1896,6,19,1964,22:00,Massachusetts,Private - Air Taxi,,"Washington D.C. - Southhampton, MA",Aero Commander 680,N344S,,5,2,0,NA,Y
1897,1897,1897,6,20,1964,17:40,Taiwan,Civil Air Transport,,Taichung - Tainan,Curtiss C-46-CU,B-908,,57,57,0,NA,Y
1898,1898,1898,6,21,1964,4:00,Spain,TASSA,,Palma de Mallorca - Ibiza,Douglas DC-3,EC-AQH,20072,28,1,0,NA,Y
1899,1899,1899,7,7,1964,5:15,Virginia,Commercial Air Taxi,,"Martinsville, Virginia - Wilmington, Delaware",Lockheed 12A,N18946,,5,5,0,NA,Y
1900,1900,1900,7,8,1964,12:10,Tennessee,United Air Lines,,,Caravelle VIR,N1007U,92,53,1,0,NA,Y
1901,1901,1901,11,23,1964,13:09,Italy,Trans World Airlines,800,Rome - Athens,Boeing B-707-331,N769TW,17685/123,73,50,0,NA,Y
1902,1902,1902,7,9,1964,18:15,Tennesee,United Air Lines,823,Philidelphia - Washington - Knoxville - Huntsville,Vickers Viscount 745D,N7405,103,39,39,0,NA,Y
1903,1903,1903,7,14,1964,2:05,Nevada,Commercial Air Taxi,,,Piper PA-28,N5493W,,3,3,0,NA,Y
1904,1904,1904,7,16,1964,18:29,Virginia,Eastern Air Lines,,New York City - Richmond - Jacksonville,Douglas DC-7B,N809D,44860/616,76,0,0,NA,Y
1905,1905,1905,7,31,1964,16:52,Tennesee,Private,-,Batesville - Nashville,Beechcraft 35-B33 Debonair,N8972M,,2,2,0,NA,Y
1906,1906,1906,8,2,1964,12:30,Alaska,Commercial Air Taxi,,,Piper PA-18,N6015Z,,3,3,0,NA,Y
1907,1907,1907,8,5,1964,1:00,Massachusetts,Wiggins Airways,,,Piper PA-23,N5485Y,,2,2,0,NA,Y
1908,1908,1908,8,22,1964,,Near Tipuani (Bolivia,Servicios Aéreos Cochabamba,,La Paz - Tipuani,Douglas C-47A-25-DK,CP-680,13371,4,4,0,NA,Y
1909,1909,1909,9,2,1964,,Russia,Aeroflot,,Krasnoyarsk - Yuzhno,Ilyushin IL-18B,CCCP-75531,180002402,87,87,0,NA,Y
1910,1910,1910,9,4,1964,16:34,Brazil,VASP,,Vitoria - Rio de Janeiro,Vickers Viscount 710C,PP-SRR,66,39,39,0,NA,Y
1911,1911,1911,9,4,1964,19:00,Thailand,Military - Royal Thai Air Force,,Khoke Kathiam - Vaong Nong,Douglas C-47,,,34,28,0,NA,Y
1912,1912,1912,9,15,1964,17:51,Colombia,AVIANCA,,Condoto - Medellin,Douglas C-47A,HK-319,19680,2,2,0,NA,Y
1913,1913,1913,10,2,1964,5:45,Spain,Union des Transportes Aeriens,,Palma de Mallorca - Port Etienne,Douglas DC-6B,F-BHMS,44062/384,80,80,0,NA,Y
1914,1914,1914,10,2,1964,,Ethiopia,Interocean,,"Dublin, Ireland - Addis Ababa",Lockheed L-749A-79 Constellation,LX-IOK,2562,7,1,0,NA,Y
1915,1915,1915,10,9,1964,,Romania,Tarom,,,Ilyushin IL-14,YR-ILB,146000926,32,32,0,NA,Y
1916,1916,1916,10,16,1964,9:15,Arizona,Commercial Air Taxi,,,Hughes 269B,N9340F,,2,2,0,NA,Y
1917,1917,1917,10,19,1964,11:35,Yugoslavia,Military - Soviet Air Force,,,Ilyushin IL-18,,,33,33,0,NA,Y
1918,1918,1918,11,3,1964,11:10,Colorado,Mustang Aviati,,,Beechcraft C45G,N2849G,,5,5,0,NA,Y
1919,1919,1919,11,15,1964,20:25,Nevada,Bonanza Airlines,114,Phoenix - Las Vegas,Fairchild F-27A,N745L,29,29,29,0,NA,Y
1920,1920,1920,11,17,1964,,Canada,Military - U.S. Navy,,,Lockheed P-3A,151362,185-5075,10,10,0,NA,Y
1921,1921,1921,9,27,1965,15:10,Vietnam,Air America,,,Beechcraft C-45H,N9574Z,,3,3,0,NA,Y
1922,1922,1922,11,29,1964,19:20,Zaire,Air Congo,,,Douglas DC-4,OO-DEP,18384,14,6,0,NA,Y
1923,1923,1923,12,4,1964,19:58,Arkansas,Commercial Air Taxi,,,Cessna 206,N5089U,,5,4,0,NA,Y
1924,1924,1924,12,8,1964,10:48,Bolivia,Aerolineas Abaroa,,Tipuani - La Paz,Douglas DC-3,CP-639,7375,17,17,0,NA,Y
1925,1925,1925,12,11,1964,,South Vietnam,Military - Vietnamese Air Force,,,Fairchild C-123,,,38,38,0,NA,Y
1926,1926,1926,12,21,1964,18.4,Philippines,Fleming Airways System Transport,,Kalibo - Manila,Douglas DC-3,PI-C569,20396,39,1,0,NA,Y
1927,1927,1927,12,24,1964,,Peru,SATCO,,,Douglas DC-3,OB-XAU,14541/25986,23,1,0,NA,Y
1928,1928,1928,12,24,1964,0:31,California,Flying Tiger Line,,San Francisco - New York,Lockheed L-1049H Super Constellation,N6915C,4812,3,3,0,NA,Y
1929,1929,1929,12,29,1964,,Costa Rica,Lineas Aéreas Sud Americana,,,Curtiss C-46,CC-CAN,,5,5,0,NA,Y
1930,1930,1930,12,30,1964,2:14,Michigan,Zantop Air Transport,,Cleveland - Detroit - Denver,Curtis C-46A,N608Z,30328,4,4,0,NA,Y
1931,1931,1931,1,5,1965,0:28,Oklohoma,Alva Aircraft Service - Taxi,,,Cessna 182B,N2401G,,3,3,0,NA,Y
1932,1932,1932,1,13,1965,12:25,Alaska,Fairbanks Air Service - Taxi,,,Cessna 180E,N8689X,,2,2,0,NA,Y
1933,1933,1933,1,16,1965,9:30,Kansas,Military - U.S. Air Force,,,Boeing KC-135A,57-1442,17513,17,17,22,NA,Y
1934,1934,1934,1,17,1965,,Mexico,Aerovias del Norte,,,Curtiss C-46,,,10,10,0,NA,Y
1935,1935,1935,1,22,1965,,Mt. Helmos. Greece,Military - U.S. Air Force,,,Douglas C-124C,52-1058,43967,10,10,0,NA,Y
1936,1936,1936,2,3,1965,,Cameroon,Air Cameroon,,,Curtiss C-46A,F-OAFI,26810,4,4,0,NA,Y
1937,1937,1937,2,6,1965,8:36,Chile,LAN,107,Santiago - Buenos Aires,Douglas DC-6B,CC-CCG-104,45513/1004,87,87,0,NA,Y
1938,1938,1938,2,8,1965,18:26,New York,Eastern Air Lines,663,New York City - Richmond VA,Douglas DC-7B,N849D,45455/981,84,84,0,NA,Y
1939,1939,1939,2,13,1965,4:20,Florida,Aerolineas El Salvador,,,Curtiss C-46A,YS-012C,127,2,2,0,NA,Y
1940,1940,1940,2,14,1965,,Japan,Zen Nippon,,Osaka - Tokyo,Douglas DC-3,JA5080,4436,2,2,0,NA,Y
1941,1941,1941,2,14,1965,19:30,New York,Air Taxi,,,Beechcraft B-35,N2151D,,2,2,0,NA,Y
1942,1942,1942,10,15,1973,,Oklahoma,Military - U.S. Air Force,,,Lockheed C-130E Hercules,62-1845,3808,7,7,0,NA,Y
1943,1943,1943,3,8,1965,10:30,Philippines,Fairways,43,Manila - Naga,Douglas DC-3,PI-C948,4892,12,10,0,NA,Y
1944,1944,1944,3,8,1965,,Russia,Aeroflot,,,Tupolev TU-124,CCCP-45028,2350803,25,25,0,NA,Y
1945,1945,1945,3,17,1965,9:22,Canada,Eastern Provincial Airways,102,Halifax - Sidney NS,Handley Page HPR-7 Herald 211,CF-NAF,160,8,8,0,NA,Y
1946,1946,1946,3,22,1965,14:55,Colombia,AVIANCA,676,Bogota - Bucaramanga,Douglas C-47,HK-109,4753,28,28,0,NA,Y
1947,1947,1947,3,25,1965,,Puerto Rico,Military - Royal Canadian Air Force,,Training exercise,Canadair CP-107 MK-2,20727,18,16,16,0,NA,Y
1948,1948,1948,3,26,1965,,Pakistan,Pakistan International Airlines,,Peshawar - Chitral,Douglas C-47,AP-AAH,12089,26,22,0,NA,Y
1949,1949,1949,3,31,1965,8:04,Morocco,Iberia Airlines,,Malaga - Tangiers,Convair CV-440-62,EC-ATH,388,53,50,0,NA,Y
1950,1950,1950,4,9,1965,0:30,Ohio,Ortner Air Service - Taxi,,,Beech C-45H,N84R,,2,2,0,NA,Y
1951,1951,1951,4,10,1965,,Syria,Alia Royal Jordanian Airlines,,Beirut  - Amman,Handley Page Dart Herald 207,JY-ACQ,170,54,54,0,NA,Y
1952,1952,1952,4,14,1965,,UK,British United Airways,1030X,"Paris - Jersey , Channel Islands",Douglas C-47B,G-ANTB,15762/27207,27,26,0,NA,Y
1953,1953,1953,4,17,1965,19:45,Pennsylvania,Baker Aero Inc. - Taxi,,,Piper PA-24,N7397P,,2,2,0,NA,Y
1954,1954,1954,4,23,1965,14:23,Washington,Aaxico Airlines,1422,"Seattle, WA - Ogden, UT",Douglas DC-6A,N6541C,45369/984,5,5,0,NA,Y
1955,1955,1955,5,5,1965,21:17,,Iberia Airlines,401,Madrid - Tenerife,Lockheed 1049G-55 Super Constellation,EC-AIN,4550,49,30,0,NA,Y
1956,1956,1956,5,20,1965,23:48,Egypt,Pakistan International Airlines,705,Karachi - Dhahran - Cairo - Geneva - London,Boeing B-720-040B,AP-AMH,18379,125,119,0,NA,Y
1957,1957,1957,6,15,1965,9:50,Georgia,Military - U.S. Army / Military - U.S. Army,,,Bell UH-1D / Bell UH1D (helicopters),63-8760/63-8840,,18,18,0,NA,Y
1958,1958,1958,6,25,1965,1:46,California,Military - U.S. Air Force,,El Toro -  Honolulu - Okinawa,Boeing C-135A,60-0373,18148,85,85,0,NA,Y
1959,1959,1959,6,28,1965,13:10,California,Pan American World Airways,,San Francisco - Hawaii,Boeing B-707-321B,N761PA,18336,153,0,0,NA,Y
1960,1960,1960,7,1,1965,5:29,Missouri,Continental Airlines,12,"Los Angeles - Kansas City, MO",Boeing B-707-124,N70773,17609/25,66,0,0,NA,Y
1961,1961,1961,10,8,1965,1:15,Pakistan,Pakistan International Airlines,,Rawalpindi - Skardu,Fokker F-27 Friendship 200,AP-ATT,10279,4,4,0,NA,Y
1962,1962,1962,7,6,1965,16:00,England,Military -Royal Air Force,,,Handley Page Hastings C Mark 1,TG577,,41,41,0,NA,Y
1963,1963,1963,7,7,1965,,Egypt,Military - Soviet Air Force,,Cairo - Yamen,Antonov AN-12,,,31,30,0,NA,Y
1964,1964,1964,7,8,1965,16:40,Canada,Canadian PacifiAir Lines,21,Vancouver - Whitehorse,Douglas DC-6B,CF-CUQ,43844/334,52,52,0,NA,Y
1965,1965,1965,7,11,1965,22:22,Massachusetts,Military - U.S. Air Force,-,Otis AFB,EC-121H (Super Constellation),55-1036,4409,19,16,0,NA,Y
1966,1966,1966,7,15,1965,17:05,Virgin Islands,Virgin Islands Airways,,,de Havilland 106A,N6503D,,12,8,0,NA,Y
1967,1967,1967,7,17,1965,12:10,Japan,Military - Japan Maritime Self Defense Force,,,Lockheed P2V-7,,,11,11,0,NA,Y
1968,1968,1968,7,25,1965,7:40,Philippines,Military - Philippine Air Force,,Hong Kong - Da Nang,Douglas C-47,777,,37,37,0,NA,Y
1969,1969,1969,8,4,1965,23:34,Panama,Rutas Internacionales Peruanes,,Panama City - Miami,Douglas C-54D,OB-R-769,10826,7,7,0,NA,Y
1970,1970,1970,8,12,1965,11:00,Brazil,Paraense Transportes Aéreos,,Mato Grosso - Porto Velho,Curtiss C-46A,PP-BTH,30571,13,13,0,NA,Y
1971,1971,1971,8,16,1965,20:21,Illinois,United Air Lines,389,New York City - Chicago,Boeing B-727-22,N7036U,18328/146,30,30,0,NA,Y
1972,1972,1972,8,20,1965,13:08,Belgium,LOT Polish Airlines,,Lille - Wroclaw,Vickers 804 Viscount,SP-LVA,249,4,4,0,NA,Y
1973,1973,1973,8,24,1965,10:10,Hong Kong,Military - U.S. Marine Corps,,Hong Kong - Da Nang,Lockheed KC-130F,149802,3693,72,59,0,NA,Y
1974,1974,1974,9,4,1965,9:40,Alaska,Cordova Airlines,,,Aero Commander 680,N6305U,,5,4,0,NA,Y
1975,1975,1975,9,11,1965,16:25,Phillipines,Filipinas Orient Airways,60,Cebu - Bacolod,Douglas DC-3A,PI-C942,1926,11,11,0,NA,Y
1976,1976,1976,9,14,1965,,Ethiopia,Ethiopian Airlines,,,Douglas DC-3,ET-ABI,12000,17,17,0,NA,Y
1977,1977,1977,9,16,1965,11:02,Ecuador,TAO,,Coca - Pastaza,Transportes Aéreos Orientales,HC-AFQ,17009/34272,11,9,0,NA,Y
1978,1978,1978,9,16,1965,,South Vietnam,Air Vietnam (South Vietnam),,,Douglas DC-3,XV-NIC,20301,39,38,0,NA,Y
1979,1979,1979,9,17,1965,11:25,Antigua,Pan American World Airways,292,"Fort de France - Saint Johns, Antigua",Boeing B-707-121B,N708PA,17586/1,30,30,0,NA,Y
1980,1980,1980,7,31,1975,,Chili,Military - Chilian Air Force,,,Douglas C-47,970,,10,10,0,NA,Y
1981,1981,1981,10,17,1965,,Colombia,AVIANCA,,Bogota - Bucaramanga,Douglas DC-3 / Piper PA-18A,HK-118/HK-922F,6182,19,19,0,NA,Y
1982,1982,1982,10,17,1965,7:28,India,Kalinga Airlines,,,Douglas C-47A,VT-AUQ,19431,8,8,0,NA,Y
1983,1983,1983,10,18,1965,,Vietnam,International Control Commision,,,Boeing 307 Stratoliner B-1,F-BELV,1996,13,13,0,NA,Y
1984,1984,1984,10,20,1965,10:33,Philippines,Philippine Air Lines,741,Manila - Tacloban,Douglas DC-3,PI-C-144,13403,37,1,0,NA,Y
1985,1985,1985,10,27,1965,1:23,England,British European Airways,,Edinburgh - London,Vickers Vanguard 951,G-APEE,708,36,36,0,NA,Y
1986,1986,1986,11,2,1965,,French Somaliland,Military - French Air Force,,Djibouti - Obock,Douglas C-47A,316410,20876,30,30,0,NA,Y
1987,1987,1987,11,3,1965,7:30,Off Northern Panama,Military - Argentine Air Force,,,Douglas C-54,TC-48,,68,68,0,NA,Y
1988,1988,1988,11,8,1965,12:25,Colombia,Aerolineas TAO,,Neiva - San Vicente del Caguan,Douglas C-47DL,HK-1202,4402,30,30,0,NA,Y
1989,1989,1989,11,8,1965,19:02,Kentucky,American Airlines,383,New York City - Cincinnati,Boeing B-727-23,N1996,18901/153,62,58,0,NA,Y
1990,1990,1990,11,10,1965,,Russia,Aeroflot,,,Tupolev TU-124,CCCP-45086,5351801,32,32,0,NA,Y
1991,1991,1991,11,11,1965,17:52,Utah,United Air Lines,227,Denver - Salt Lake City,Boeing B-727-22,N7030U,18322/130,91,43,0,NA,Y
1992,1992,1992,11,12,1965,14:15,Hawaii,Skyway Air  - Taxi,,,Beechcraft C-45H,N9915Z,,2,2,0,NA,Y
1993,1993,1993,11,14,1965,17:21,California,Paul Kelly Flying Service Inc.,,Palm Springs - Burbank,Learjet 23,N243F,23-063,8,8,0,NA,Y
1994,1994,1994,11,27,1965,7:15,Utah,Edde Airlines,65/75,Salt Lake - Albuquerque,Douglas C-53-DO (DC-3A),N485,4848,13,13,0,NA,Y
1995,1995,1995,12,4,1965,16:18,New York,Trans World Airlines / Eastern Air Lines,42 / 853,Boston - Newark,Boeing B-707-131B / L1049C Constellation,N748TW/N6218C,18387/286  / 4526,112,4,0,NA,Y
1996,1996,1996,7,11,1966,,Chile,Aeropesca Colombia,,,Curtiss C-46D,HK-527,33215,8,8,0,NA,Y
1997,1997,1997,12,7,1965,18:40,Canary Islands,Spantax,,"Tenerife - Manchester, England",Douglas DC-3,EC-ARZ,13474,32,32,0,NA,Y
1998,1998,1998,12,11,1965,15:00,South Vietnam,Military - U.S. Air Force,,Pleiku - Tuy Hoa,Fairchild C-123C,56-4376,20260,85,85,0,NA,Y
1999,1999,1999,12,12,1965,19:40,Arizona,Air Taxi,,,Cessna 120,N89805C,,2,2,0,NA,Y
2000,2000,2000,12,16,1965,17:22,Philippines,Air Manila,101,Manila - Legazpi,Douglas DC-3A,PI-C856,18,21,2,0,NA,Y
2001,2001,2001,12,29,1965,22:45,Texas,Ray A. Gardner - Taxi,,,Beechcraft G35,N4554D,,3,3,0,NA,Y
2002,2002,2002,1,1,1966,,Indonesia,Garuda  Indonesia Airlines / Garuda Indonesia Airlines,,,Douglas DC-3 / Douglas DC-3,PK-GDU/PK-GDE,13463 / 19719,34,34,0,NA,Y
2003,2003,2003,1,15,1966,20:55,Colombia,AVIANCA,4,Bogata - Crespo,Douglas DC-6-54B,HK-730,18325,64,56,0,NA,Y
2004,2004,2004,1,22,1966,,Haiti,COHATA,,,Douglas DC-3,N4662,,35,30,0,NA,Y
2005,2005,2005,1,24,1966,8:02,Switzerland,Air India,101,Bombay - Beirut  - Geneva - Paris - London -New York,Boeing B-707-437,VT-DMN,18055/200,117,117,0,NA,Y
2006,2006,2006,1,25,1966,10:15,South Vietnam,Military - U.S. Air Force,,,Fairchild C-123B,54-0702,20151,46,46,0,NA,Y
2007,2007,2007,1,27,1966,12:01,Pennsylvania,Devener Flying Service - Taxi,,,Beechcraft B95A,N598C,,3,3,0,NA,Y
2008,2008,2008,1,28,1966,17:50,Germany,Lufthansa,5,Frankfurt - Bremen,Convair CV-440-0,D-ACAT,464,46,46,0,NA,Y
2009,2009,2009,2,4,1966,19:00,Japan,All Nippon Airways,8302,Chitose - Tokyo,Boeing B-727-81,JA8302,18822/126,133,133,0,NA,Y
2010,2010,2010,2,7,1966,,India,Indian Airlines,,Srinngar - Jammu - Amritsar - Delhi,Fokker F-27 Friendship 200,PH-SAB,10271,37,37,0,NA,Y
2011,2011,2011,2,8,1966,18:40,Illinois,Beatty Flying Service - Taxi,,,Beechcraft D35,N112U,,2,2,0,NA,Y
2012,2012,2012,2,15,1966,,India,Indian Airlines,,Calcutta - Delhi,Sud Aviation SE-210 Caravelle VIN,VT-DPP,130,80,2,0,NA,Y
2013,2013,2013,2,18,1966,2:04,Italy,Belgian International Air Services,,Brussels - Milan,Douglas DC-6B,OO-ABG,43829/351,4,4,0,NA,Y
2014,2014,2014,3,4,1966,20:15,Japan,Canadian PacifiAir Lines,402,Hong Kong - Tokyo,McDonnell Douglas DC-8-43,CF-CPK,45761/237,72,64,0,NA,Y
2015,2015,2015,7,11,1966,20:50,Colorado,Alamo Airways,,,de Havilland 104-6A,N1563V,,3,3,0,NA,Y
2016,2016,2016,3,5,1966,14:15,Japan,British Overseas Airways,911,Tokyo - Hong Kong,Boeing B-707-436,G-APFE,17706/113,124,124,0,NA,Y
2017,2017,2017,3,8,1966,8:04,California,Bassett Complany - Taxi,,,Piper PA-32,N3296W,,6,6,0,NA,Y
2018,2018,2018,3,10,1966,17:14,Alaska,,,,Grumman G-21A,CF-MSK,B-32,7,6,0,NA,Y
2019,2019,2019,3,10,1966,,Greece,Trans Mediterranean Airways,,Beirut - Frankfurt,Douglas DC-6A,OD-AEL,45504/1009,5,5,0,NA,Y
2020,2020,2020,3,18,1966,18:40,Egypt,United Arab Airlines,749,Nicosia - Cairo,Antonov AN-24B,SU-AOA,57302009,30,30,0,NA,Y
2021,2021,2021,3,20,1966,,Paraguay,Servicios Americanos,,,Curtiss C-46F,N1245N,22473,2,2,0,NA,Y
2022,2022,2022,4,5,1966,18:44,West Virginia,Layman Weikle - Taxi,,,Cessna 172D,N2486U,,2,2,0,NA,Y
2023,2023,2023,4,9,1966,,California,Military - U.S. Navy,,,Lockheed P-3A Orion,152171,185-5141,11,11,0,NA,Y
2024,2024,2024,4,17,1966,,Laos,Continental Air Services,,,Douglas C-47A,N8744R,20156,2,2,0,NA,Y
2025,2025,2025,4,22,1966,20:30,Oklahoma,American Flyers Airline,280D,Monterey - Ardmore,Lockheed 188C Electra,N183H,1136,98,83,0,NA,Y
2026,2026,2026,4,27,1966,8:05,Peru,LANSA,501,Lima - Cuzco,Lockheed 749A Constellation,OB-R-771,2521,49,49,0,NA,Y
2027,2027,2027,5,4,1966,8:00,South Vietnam,Military - U.S. Army,,,Boeing CH47A (helicopter),64-13138,,20,20,0,NA,Y
2028,2028,2028,5,6,1966,21:25,Washington,Kurtzer Flying Service - Taxi,,,Cessna 180,N4546B,,2,2,0,NA,Y
2029,2029,2029,5,18,1966,,Japan,Military - U.S. Air Force,,,Boeing KC-135A,57-1444,17515/124,11,11,1,NA,Y
2030,2030,2030,6,16,1966,8:48,Indiana,Zantop Air Transport,,"Detroit, MI - Kansas City, MO",Curtiss C-46A,N10415,,3,3,0,NA,Y
2031,2031,2031,6,20,1966,,Canada,Nordair,,Montreal - Kuujjuaq,Curtiss C-46E,CF-FBJ,2941,2,2,0,NA,Y
2032,2032,2032,6,27,1966,11:15,Mississippi,McCoy Flying Service - Taxi,,,Douglas DC-3,N17337,1962,12,2,0,NA,Y
2033,2033,2033,6,27,1966,6:00,Alabama,Lackey Aero Company - Taxi,,,Piper PA-23,N5775Y,,4,4,0,NA,Y
2034,2034,2034,6,29,1966,12:04,Philippines,Philippine Air Lines,785,Mamburao - San Jose,Douglas DC-3,PI-C17,20573,26,24,0,NA,Y
2035,2035,2035,7,4,1966,15:59,New Zealand,Air New Zealand,,Training,Douglas DC-8-52,ZK-NZB,45751/231,5,2,0,NA,Y
2036,2036,2036,7,24,1966,18:27,Indiana,Private - Mainline Aviation,-,,Beechcraft H50,N538B,,4,4,0,NA,Y
2037,2037,2037,8,3,1966,,Bolivia,Lloyd Aéreo Boliviano,,Riberalta - Cochabamba,Curtiss C-46D,CP-730,33457,3,3,0,NA,Y
2038,2038,2038,8,6,1966,23:12,Nebraska,Braniff Airlines,250,"Kansas City, MO - Omaha",BAC One-Eleven 203AE,N1553,70,42,42,0,NA,Y
2039,2039,2039,8,11,1966,,Romania,Tarom,,Brasov - Mamia,Ilyushin IL-14,YR-TAN,18428005,24,24,0,NA,Y
2040,2040,2040,8,13,1966,,Mexico,Aeronaves de Mexico,,Training,Douglas DC-8-51,XA-PEI,45652/176,6,6,0,NA,Y
2041,2041,2041,8,15,1966,18:45,Alaska,NC Simpson - Taxi,,,Beech C-18S,N445,,4,4,0,NA,Y
2042,2042,2042,8,16,1966,7:14,Ohio,Richland Aviation  - Taxi,,,Cessna 310C,N1836H,,6,6,0,NA,Y
2043,2043,2043,8,17,1966,,South Vietnam,Military - U.S. Marine Corps,,,Chance Vought F-8E,150321,,1,0,33,NA,Y
2044,2044,2044,8,17,1966,18:30,Argentina,Aerovias Halcon,,Rio Gallegos -  Buenos Aires,Curtiss C-46F-1-CU,LV-GLA,22534,16,1,0,NA,Y
2045,2045,2045,8,21,1966,10:35,Alaska,Alaska Coastal Airlines,,,Grumman G-21 Goose,N88820,1114,9,9,0,NA,Y
2046,2046,2046,9,1,1966,0:47,Yugoslavia,Britannia Airways,105,Luton - Ljubljana,Bristol Britannia 102,G-ANBB,12903,117,98,0,NA,Y
2047,2047,2047,9,4,1966,,Indian,Indian Airlines,,Training,Sud Aviation SE-210 Caravelle,VT-DSB,134,4,4,0,NA,Y
2048,2048,2048,9,16,1966,8:25,Spain,Iberia Airlines,,,Douglas DC-3,EC-AXC,19410,27,1,0,NA,Y
2049,2049,2049,9,22,1966,13:03,Australia,Ansett ANA,149,Mount Isa - Longreach,Vickers Viscount 832,VH-RMI,416,24,24,0,NA,Y
2050,2050,2050,9,22,1966,3:15,Colombia,Avianca,,Bogota - Barranquilla,Douglas DC-4,HK-174,42929,2,2,0,NA,Y
2051,2051,2051,10,1,1966,19:10,Oregon,West Coast Airlines,956,Eugene - Portland,McDonnell Douglas DC-9-14,N9101,45794/52,18,18,0,NA,Y
2052,2052,2052,10,4,1966,,Vietnam,Military - U.S. Army,,,de Havilland Canada CV-2B Caribou,63-9751,209,32,14,0,NA,Y
2053,2053,2053,10,8,1966,13:30,Louisiana,Petroleum Helicopter,,,Bell 204B helicopter,N1187W,2041,11,11,0,NA,Y
2054,2054,2054,11,17,1975,,USSR,Aeroflot,,,Antonov AN-24,CCCP-46467,27307905,38,38,0,NA,Y
2055,2055,2055,10,9,1966,20:20,Michigan,Warsaw Aviation - Taxi,,,Piper PA-32,N3279W,,6,6,0,NA,Y
2056,2056,2056,11,2,1966,9:06,Alabama,Gastonia Aviation - Taxi,,,Beech D18S,N411Z,,2,2,0,NA,Y
2057,2057,2057,11,6,1966,22:00,New York,Chester Airport,,,Cessna 205A,N4816U,,3,3,0,NA,Y
