"","X.2","X.1","X","Month","Day","Year","Time","Location","Operator","Flight..","Route","Type","Registration","cn.In","Aboard","Fatalities","Ground","Summary","CrashStatus"
"2792",2792,2792,2792,4,28,1975,"23:00","Alaska","Gay Airways - Air Taxi","","Anaktuvak, AK - Deadhorse, AK","Bell 206","N59521","",4,2,0,NA,"Y"
"2794",2794,2794,2794,5,10,1975,"","Australia","Air Express","","","Bristol 170 Freighter 21E","VH-SJQ","12807",2,2,0,NA,"Y"
"2796",2796,2796,2796,5,13,1975,"21:15","Thailand","Military - U.S. Air Force","","Nakhom Phanom AB - Utapao AB","Sikorsky CH-53C (helicopter)","68-10933","",23,23,0,NA,"Y"
"2798",2798,2798,2798,6,17,1975,"","Brazil","Varig","","","Hawker Siddeley HS-748-235 Srs. 2A","PP-VDN","1625",15,1,3,NA,"Y"
"2800",2800,2800,2800,6,26,1975,"22:28","Ohio","Hamilton Aviation","","Detroit, MI - Peducah, KY","Beechcraft E18S","N791A","",2,2,0,NA,"Y"
"2802",2802,2802,2802,7,2,1975,"","France","Touraine Air Transport","","Nantes - Brest","Beechcraft 99","F-BTQE","U- 61",8,8,0,NA,"Y"
"2804",2804,2804,2804,7,10,1975,"","Colombia","Aerovias Condor","","Bogota  - Barranquilla","Lockheed L-188AF Electra","HK-1976","1087",4,2,0,NA,"Y"
"2806",2806,2806,2806,7,15,1975,"23:48","California","Oceanaire Helicopter - Air Taxi","","Poway, CA - Pomona, CA","Bell 206B","N58137","",4,4,0,NA,"Y"
"2808",2808,2808,2808,7,26,1975,"20:30","Michigan","Military - U.S. Air Force","","Exercise","Lockheed C-130A Hercules","57-0454","3161",6,6,0,NA,"Y"
"2810",2810,2810,2810,8,3,1975,"4:30","Morocco","Alia Royal Jordanian Airlines","","Paris - Agadir","Boeing B-707-321C","JY-AEE","18767/376",188,188,0,NA,"Y"
"2812",2812,2812,2812,8,7,1975,"16:11","Colorado","Continental Airlines","426","Denver - Wichita","Boeing B-727-224","N88777","19798/608",131,0,0,NA,"Y"
"2814",2814,2814,2814,8,20,1975,"1:15","Syria","Ceskoslovenske Aerolinie","542","Prague, Czechoslovakia - Damascus, Syria","Ilyushin IL-62","OK-DBF","31502",128,126,0,NA,"Y"
"2816",2816,2816,2816,8,30,1975,"","El Salvador","Military - Nicaraguan Air Force","","","Douglas C-47","412","",20,20,0,NA,"Y"
"2818",2818,2818,2818,9,1,1975,"","East Germany","Interflug","","Stuttgart - Leipzig","Tupolev TU-134","DM-SCD","9350702",34,26,0,NA,"Y"
"2820",2820,2820,2820,9,24,1975,"","Indonesia","Garuda Indonesia Airlines","150","Jakarta - Palembang","Fokker F-28 Fellowship 1000","PK-GVC","11039",61,25,1,NA,"Y"
"2822",2822,2822,2822,9,30,1975,"","Canada","Northern Thunderbird Air","","Prince George - Dease Lake","de Havilland Canada DHC-6 Twin Otter 200","CF-MHU","142",7,7,0,NA,"Y"
"2824",2824,2824,2824,10,23,1975,"19:28","Australia","Connair","","Mount Isa - Cairns","de Havilland DH114 Heron 2E","VH-CLS","14067",11,11,0,NA,"Y"
"2826",2826,2826,2826,10,27,1975,"6:45","Bolivia","TAM (Bolivia)","","Tomonoco - La Paz","Convair CV-440-12","TAM-44","328",67,67,0,NA,"Y"
"2828",2828,2828,2828,11,3,1975,"13:02","Gulf of Mexico","Petroleum Helicopter","","","Bell 212","N90057","",9,9,0,NA,"Y"
"2830",2830,2830,2830,11,18,1975,"","Guatemala","Aviateca","","Uaxactun - Flores","Douglas DC-3","TG-AGA","6142",22,15,0,NA,"Y"
"2832",2832,2832,2832,11,22,1975,"","Near Novgorod (Russia","Aeroflot","","","Yakovlev 40","CCCP-87458","9431736",6,6,5,NA,"Y"
"2834",2834,2834,2834,11,25,1975,"18:50","Egypt","Military - Israel  Air Force","","","Lockheed C-130 Hercules","11","",20,20,0,NA,"Y"
"2836",2836,2836,2836,11,30,1975,"9:09","Nevada","SceniAirline - Air Taxi","","Ely, NV - Elko, NV","Cessna 402","N52SA","",2,2,0,NA,"Y"
"2838",2838,2838,2838,12,26,1975,"14:49","Colorado","Star Aviation","","Denver, CO - Grandby, CO","Mitsubishi MU-2B","N133MA","",9,9,0,NA,"Y"
"2840",2840,2840,2840,1,3,1976,"","Russia","Aeroflot","","Moscow - Vnukovo","Tupolev TU-124","CCCP-45036","3351001",61,61,0,NA,"Y"
"2842",2842,2842,2842,1,6,1976,"20:15","New Mexico","Orlando Airways - Air Taxi","","Albuquerque, NM - Gallup, NM","Piper PA-23","N5258Y","",4,4,0,NA,"Y"
"2844",2844,2844,2844,1,15,1976,"","Colombia","Taxi Aereo el Venado","","Bogota - La Macarene","Douglas C-54A","HK-172","10280",13,13,0,NA,"Y"
"2846",2846,2846,2846,1,18,1976,"15:44","Bolivia","Frigorifico Maniqui","","","Douglas C-47","CP- 573","4682",10,7,0,NA,"Y"
"2848",2848,2848,2848,1,21,1976,"","China","CAAC","","Guangzhou - Changsha","Antonov AN-24","B-492","",40,40,0,NA,"Y"
"2850",2850,2850,2850,1,30,1976,"","Kyrgyzstan","Aeroflot","","Training","Ilyushin IL-18V","CCCP-75558","184007505",6,6,0,NA,"Y"
"2852",2852,2852,2852,2,4,1976,"","Colombia","LAC Colombia","","Santa Maria - Curacao","Douglas DC-6A","HK-1389","43519/221",3,3,0,NA,"Y"
"2854",2854,2854,2854,9,2,1976,"17:15","Alaska","Temsco Helicopter - Air Taxi","","","Hughes 369HS","N9172F","",4,3,0,NA,"Y"
"2856",2856,2856,2856,2,9,1976,"","Russia","Aeroflot","","","Tupolev TU-104A","CCCP-42327","66600201",24,24,0,NA,"Y"
"2858",2858,2858,2858,3,1,1976,"","Romania","Tarom","","","Ilyushin II-14P","YR-ILO","14803061",9,6,0,NA,"Y"
"2860",2860,2860,2860,3,6,1976,"1:00","Russia","Aeroflot","","Moscow - Yerevan","Ilyushin IL-18D","CCCP-75408","186009201",120,120,7,NA,"Y"
"2862",2862,2862,2862,3,7,1976,"2:20","California","Sky Haven - Air Taxi","","Palm Springs, CA - Santa Ana, CA","Cessna 172M","N1631V","",2,2,0,NA,"Y"
"2864",2864,2864,2864,4,2,1976,"","Colombia","SATENA","","Florencia - Puerto Asis","Douglas DC-3","FAC-676","",16,5,0,NA,"Y"
"2866",2866,2866,2866,4,8,1976,"7:25","Washington","North Sound Aviation","","Burlington, WA - Friday Harbor, WA","Cessna 207","N1645U","",7,7,0,NA,"Y"
"2868",2868,2868,2868,4,14,1976,"","Argentina","Yacimientos Petroliferos Fiscales","","","Hawker Siddeley HS-748 2","LV-HHB","1540",34,34,0,NA,"Y"
"2870",2870,2870,2870,4,23,1976,"8:08","Gulf of Mexico","Petroleum Helicopter","","","Bell 205 A-1 helicopter","N8167J","30090",12,12,0,NA,"Y"
"2872",2872,2872,2872,4,27,1976,"15:10","Virgin Islands","American Airlines","625","New York City - Saint Thomas","Boeing B-727-95","N1963","19837/499",88,37,0,NA,"Y"
"2874",2874,2874,2874,5,5,1976,"","Philippines","Philippine Aerotransport","","","Britten-Norman BN-2A-21 Islander","RP-C2140","450",10,4,0,NA,"Y"
"2876",2876,2876,2876,5,9,1976,"16:30","Spain","Military - Imperial Iranian Air Force","228","Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey","Boeing B-747-131F","5-283","19677/73",17,17,0,NA,"Y"
"2878",2878,2878,2878,5,18,1976,"8:56","Alaska","Lab Flying Service - Air Taxi","","Haines, AK - Wrangell, AK","Piper PA-34","N55951","",6,6,0,NA,"Y"
"2880",2880,2880,2880,6,1,1976,"","Equatorial Guinea","Aeroflot","","Luanda - Moscow","Tupolev TU-154A","CCCP-85102","102",46,46,0,NA,"Y"
"2882",2882,2882,2882,6,6,1976,"","Malaysia","Sabah Air","","","GAF Nomad N-22B","9M-ATZ","14",12,12,0,NA,"Y"
"2884",2884,2884,2884,6,27,1976,"","Uganda","Air France","139","Tel-Aviv - Athens - Paris","Airbus A300","F-BVGG","19",258,7,0,NA,"Y"
"2886",2886,2886,2886,7,24,1976,"9:21","Missouri","Reed Aviation - Air Taxi","","","Piper PA-28R","N7941C","",5,5,0,NA,"Y"
"2888",2888,2888,2888,7,28,1976,"","Czechoslovakia","Ceskoslovenske Aerolinie","","Prague - Bratislava","Ilyushin IL-18L","OK-NAB","189001605",79,76,0,NA,"Y"
"2890",2890,2890,2890,8,2,1976,"","Iran","Korean Airlines","","Tehran, Iran - Seoul, Korea","Boeing 707-373","HL7412","19715/642",5,5,0,NA,"Y"
"2892",2892,2892,2892,8,15,1976,"","Ecuador","SAETA","","Quito - Cuenca","Vickers Viscount 785D","HC-ARS","377",59,59,0,NA,"Y"
"2894",2894,2894,2894,8,28,1976,"","Peru","Aeroperu","","Lima - Caracas","Canadair CL-44","OB-R-1104","",6,6,0,NA,"Y"
"2896",2896,2896,2896,8,28,1976,"12:40","England","Military - U.S. Air Force","","McGuire AFB - Mildenhall RAF","Lockheed C-141A (L.300)","67-0006","6257",18,18,0,NA,"Y"
"2898",2898,2898,2898,9,3,1976,"21:45","Portugal","Military - Venezuelan Air Force","","Caracas - Praira da Vitoria","Lockheed C-130H","7772","4408",68,68,0,NA,"Y"
"2900",2900,2900,2900,9,9,1976,"14:50","Russia","Aeroflot / Aeroflot","7957 /31","Donetsk - Sochi /Rostov na Donu - Kerch","Antonov AN-24 / Yakovlev Yak-40","46518/87772","37308504 / 9030713",90,90,0,NA,"Y"
"2902",2902,2902,2902,9,19,1976,"23:15","Turkey","Turkish Airlines (THY)","","Istanbul - Antalya","Boeing B-727-2F2","TC-JBH","20982/1087",154,154,0,NA,"Y"
"2904",2904,2904,2904,9,22,1976,"19:56","California","Loma Linda University - Air Taxi","","Dagget, CA - Loma Linda, CA","Sikorsky S-55B","N9389","",4,4,0,NA,"Y"
"2906",2906,2906,2906,10,4,1976,"","Kenya","Emirates Air Transport","","","Douglas DC-7CF","TZ-ARC","45467/970",4,4,0,NA,"Y"
"2908",2908,2908,2908,10,9,1976,"13:02","North Carolina","Aero National - Air Taxi","","Greensville, NC - Philadelphia, PA","Piper PA-34","N15025","",4,4,0,NA,"Y"
"2910",2910,2910,2910,10,13,1976,"","Bolivia","Lloyd Aéreo Boliviano","","Santa Cruz - Viru","Boeing B-707-31","N730JP","17671/48",3,3,113,NA,"Y"
"2912",2912,2912,2912,10,25,1976,"7:20","Colombia","Taxi Aereo el Venado","","Villavicencio - Cucuta","Douglas C-47DL","HK-149","4593",32,32,0,NA,"Y"
"2914",2914,2914,2914,11,4,1976,"","Indonesia","Bali International Air Service","","","Fokker F-27 Friendship 100","PK-KFR","10142",38,29,0,NA,"Y"
"2916",2916,2916,2916,11,12,1976,"17:22","Ireland","Aeroleasing - Air Taxi","","Shannon, Ireland - Geneva, Switzerland","Piper PA-31T","HB-LHT","",5,5,0,NA,"Y"
"2918",2918,2918,2918,11,28,1976,"19:00","Russia","Aeroflot","","Moscow - Leningrad","Tupolev TU-104B","CCCP-42471","21204",72,72,0,NA,"Y"
"2920",2920,2920,2920,12,12,1976,"23:26","New Jersey","AtlantiCity Airlines","977","AtlantiCity - Cap May","de Havilland Canada DHC-6 Twin Otter 300","N101AC","262",10,3,0,NA,"Y"
"2922",2922,2922,2922,12,25,1976,"3:45","Thailand","EgyptAir","864","Cairo - Bangkok","Boeing B-707-366C","SU-AXA","20763",53,53,19,NA,"Y"
"2924",2924,2924,2924,12,31,1976,"","Peru","Faucett","","Trujillo - Tarapoto","Douglas C-54A-1-DO","OB-R-247","7462",19,19,0,NA,"Y"
"2926",2926,2926,2926,1,13,1977,"18:15","USSR","Aeroflot","3843","Novosibirsk - Alma Ata","Tupolev TU-104A","CCCP-42369","86601203",96,96,0,NA,"Y"
"2928",2928,2928,2928,1,14,1977,"","Canada","Northern Thunderbird Air Ltd.","","Prince George - Prince Rupert","de Havilland Canada DHC-6 Twin Otter 300","C-GNTB","463",12,12,0,NA,"Y"
"2930",2930,2930,2930,1,20,1977,"","","North Canada Air","","","Bristol 170 Freighter 31M","C-FWAD","13253",2,1,0,NA,"Y"
"2932",2932,2932,2932,2,11,1977,"","Slovakia","Ceskoslovenské Aerolinie","","","Avia 14T","OK-OCA","190013167",5,5,0,NA,"Y"
"2934",2934,2934,2934,2,28,1977,"","Canada","Survair","","","Douglas DC-3","C-FNAR","13154",10,4,0,NA,"Y"
"2936",2936,2936,2936,3,3,1977,"15:00","Italy","Military - Italian Air Force","","Training","Lockheed C-130H","MM61995","4491",44,44,0,NA,"Y"
"2938",2938,2938,2938,7,6,1977,"23:30","Missouri","Fleming International Airways","","Saint Louis, MO - Detroit, MI","Lockheed L-188AF Electra","N280F","1076",3,3,0,NA,"Y"
"2940",2940,2940,2940,3,27,1977,"17:07","Canary Islands","Pan American World Airways / KLM","1736/4805","Tenerife - Las Palmas / Tenerife - Las Palmas","Boeing B-747-121 / Boeing B-747-206B","N736PA/PH-BUF","19643/11 / 20400/157",644,583,0,NA,"Y"
"2942",2942,2942,2942,3,30,1977,"","Russia","Aeroflot","","","Yakovlev YAK-40","CCCP-87738","9010310",27,8,0,NA,"Y"
"2944",2944,2944,2944,4,10,1977,"","Colombia","Taxi Aereo el Venado","","Villavicencio - Bogota","Douglas DC-3-3A","HK-556","4958",35,35,0,NA,"Y"
"2946",2946,2946,2946,4,27,1977,"","Guatemala","Aviateca","","","Convair CV-440","TG-ACA","143",28,28,0,NA,"Y"
"2948",2948,2948,2948,5,13,1977,"8:45","Lebanon","LOT Polish Airlines","","Varna, Bulgaria  - Beiruit, Lebanon","Antonov An-12BP","SP-LZA","6344307",9,9,0,NA,"Y"
"2950",2950,2950,2950,5,16,1977,"17:35","New York","New  York Helicopter","","Pan Am building - JFK Airport","Sikorsky S61L","N619PA","61427",25,4,1,NA,"Y"
"2952",2952,2952,2952,5,31,1977,"15:48","Louisiana","Intracostals - Air Taxi","","Houma, LA - Return","Cessna 185","N3345L","",3,3,0,NA,"Y"
"2954",2954,2954,2954,6,20,1977,"","Uruguay","Fuerza Aérea Uruguaya","","Carrasco - Salto-Nueva Hesperides","Embraer 110C Bandeirante","CX-BJE","110083",15,5,0,NA,"Y"
"2956",2956,2956,2956,7,8,1977,"","Ukraine","Aeroflot","","","Antonov AN-24","CCCP-46847","27307505",7,6,0,NA,"Y"
"2958",2958,2958,2958,7,20,1977,"17:30","Ethiopia","Ethiopian Airlines","","Tippi - Jima","Douglas DC-3","ET-ABF","6069",5,5,0,NA,"Y"
"2960",2960,2960,2960,7,24,1977,"19:00","Chile","Military - Chilean Air Force","","Punta Arenas - Santiago","Douglas DC-6B","FAC-989","45534",82,38,0,NA,"Y"
"2962",2962,2962,2962,7,25,1977,"9:27","Idaho","Gaige Aviation - Air Taxi","","Boise, ID - Flying B Ranch, ID","Piper PA-32R","N9228K","",5,5,0,NA,"Y"
"2964",2964,2964,2964,8,7,1977,"","Argentina","LADE","","El Bolson - Rivadavia","de Havilland Canada DHC-6 Twin Otter 200","T-87","230",6,6,0,NA,"Y"
"2966",2966,2966,2966,8,12,1977,"22:28","West Virginia","Rambar Aviation - Air Taxi","","Buffalo, NY - Parkersburg, WV","Beechcraft 58","N9265Q","",4,4,0,NA,"Y"
"2968",2968,2968,2968,8,20,1977,"","Alaska","Kenai Air Service - Air Taxi","","Deadhorse, AK - Eskimo Island, AK","Bell 206B","N59382","",3,3,0,NA,"Y"
"2970",2970,2970,2970,9,2,1977,"0:35","Off Hong Kong","Transmeridian Air Cargo","3751","","Canadair CL-44D4-2","G-ATZH","21",4,4,0,NA,"Y"
"2972",2972,2972,2972,9,4,1977,"","Ecuador","Servicios Aereos Nacionales Airways","","Guayaquil - Cuenca","Vickers Viscount 764D","HC-BCL","185",33,33,0,NA,"Y"
"2974",2974,2974,2974,9,8,1977,"","Burma","Burma Airways","","Mongasat - Keng Tung","de Havilland Canada DHC-6 Twin Otter 300","XY-AEH","540",19,19,0,NA,"Y"
"2976",2976,2976,2976,9,14,1977,"23:48","New Mexico","Military - U.S. Air Force","","Kirkland AFB - Nellis AFB","Boeing - EC-135K","62-3536","",20,20,0,NA,"Y"
"2978",2978,2978,2978,9,23,1977,"7:25","Colorado","Salida Flying Service - Air Taxi","","Salida, CO - Cortez, CO","Cessna U206","N1452M","",6,6,0,NA,"Y"
"2980",2980,2980,2980,10,1,1977,"14:00","Pennsylvania","Kenmore Air  - Air Taxi","","Kenmore, WA - Lake Hatheume, Canada","de Havilland DHC-2","N64391","",7,7,0,NA,"Y"
"2982",2982,2982,2982,10,20,1977,"18:52","Mississippi","L & J Company","","Greenville - Baton Rouge","Convair CV-300","N55VM","3",26,6,0,NA,"Y"
"2984",2984,2984,2984,11,3,1977,"","Mexico","Servicios Aereos Martinez Leon","","Palenque - San Cristobal de las Casas","Britten-Norman BN-2A-8 Trislander","XA-FUA","388",13,13,0,NA,"Y"
"2986",2986,2986,2986,11,19,1977,"4:12","Italy","Ethiopian Airlines","","Rome, Italy - Asmara, Ethiopia","Boeing 707-360C","ET-ACD","19736/696",5,5,0,NA,"Y"
"2988",2988,2988,2988,11,21,1977,"10:00","Argentina","Austral Lineas Aeras (Argentina)","","Buenos  Aires - San Carlos de Bariloche","BAC One-Eleven 420EL","LV-JGY","155",79,46,0,NA,"Y"
"2990",2990,2990,2990,11,29,1977,"19:17","North Carolina","Resort Air Service - Air Taxi","","Charlotte, NC - Pinehurst, NC","Beechcraft 58","N4461S","",2,2,0,NA,"Y"
"2992",2992,2992,2992,12,4,1977,"20:15","Malaysia","Malaysia Airlines","653","Penang - Kuala Lumpur","Boeing B-737-2H6","9M-MBD","20585/306",100,100,0,NA,"Y"
"2994",2994,2994,2994,12,9,1977,"","USSR","Aeroflot","","","Antonov AN-24","CCCP-47695","27307602",23,17,0,NA,"Y"
"2996",2996,2996,2996,12,13,1977,"19:22","Indiana","National Jet Services Inc.,  (Air Indiana)","216","Evansville - Nashville","Douglas DC-3","N51071","4837",29,29,0,NA,"Y"
"2998",2998,2998,2998,12,18,1977,"","Portugal","SATA","730","Geneva - Funchal","Aerospatiale Caravelle 10R","HB-ICK","200",57,36,0,NA,"Y"
"3000",3000,3000,3000,12,19,1977,"7:48","Puerto Rico","Vieques Air Link","","St Croix, VI - Vieques, PR","Britten-Norman BN-2A Islander","N862JA","184",10,5,0,NA,"Y"
"3002",3002,3002,3002,12,22,1977,"12:42","Texas","Aviation Charter - Air Taxi","","Houston, TX - Austin, TX","Piper PA-28R","N116MM","",2,2,0,NA,"Y"
"3004",3004,3004,3004,12,29,1977,"","Ecuador","Servicios Aereos Nacionales","","Guayaquil - Cuenca","Vickers Viscount 764 D","HC-BEM","183",24,24,0,NA,"Y"
"3006",3006,3006,3006,1,6,1978,"18:50","Illinois","Aviation Charter - Air Taxi","","Greenville, KY - Marion, IL","Cessna 337G","N719047","",2,2,0,NA,"Y"
"3008",3008,3008,3008,1,27,1978,"13:50","Colombia","SADELCA","","Neiva - San Vincente","Douglas DC-3","HK-1351X","42958",14,14,0,NA,"Y"
"3010",3010,3010,3010,2,10,1978,"11:20","Uruguay","Military - Uruguayan Air Force","","Artigas - Montevideo","Douglas C-47A-DL","T511","19301",44,44,0,NA,"Y"
"3012",3012,3012,3012,2,11,1978,"12:55","Canada","PacifiWestern Airlines","314","Calgary - Cranbrook","Boeing B-737-275","C-FPWC","20142/253",49,42,0,NA,"Y"
"3014",3014,3014,3014,2,27,1978,"13:25","Alaska","Yute Air Alaska - Air Taxi","","Dillingham, AK - Anchorage, AK","Evangel 4500","N4508L","",3,3,0,NA,"Y"
"3016",3016,3016,3016,3,1,1978,"9:25","California","Continental Airlines","603","Los Angeles - Honolulu","McDonnell Douglas DC-10-10","N68045","46904",200,2,0,NA,"Y"
"3018",3018,3018,3018,3,2,1978,"12:43","Nigeria","Nigeria Airways","","","Fokker F-28 Fellowship 1000 / MiG-21","5N-ANA / ","11993",18,18,0,NA,"Y"
"3020",3020,3020,3020,3,7,1978,"20:45","Mississippi","Hesler Noble - Air Taxi","","Jackson, MS - Laurel, MS","Cessna 310I","N8114M","",2,2,0,NA,"Y"
"3022",3022,3022,3022,3,16,1978,"","Bulgaria","Balkan Bulgarian Airlines","","Sofia - Warszawa","Tupolev TU-134","LZ-TUB","8350501",73,73,0,NA,"Y"
"3024",3024,3024,3024,3,25,1978,"6:55","Burma","Burma Airways","","Yangon - Myitkyina","Fokker F-27 Friendship 200","XY-ADK","10235",48,48,0,NA,"Y"
"3026",3026,3026,3026,4,4,1978,"23:20","Texas","Air Logistics","","","Bell 212","N140AL","",6,3,0,NA,"Y"
"3028",3028,3028,3028,4,20,1978,"","Russia","Korean Airlines","902","Paris - Seoul","Boeing B-707-321B","HL-7429","19363/623",109,2,0,NA,"Y"
"3030",3030,3030,3030,4,27,1978,"","West Samoa","South PacifiIsland Airways","","Pago Pago, American Samoa - Apia, Western Samoa","Cessna 402B","N3SP","402B0930",10,10,0,NA,"Y"
"3032",3032,3032,3032,9,13,1978,"11:30","AK","Alaska Travel","","Anchorage, AK - Whittier, AK","de Havilland DHC-2","N37741","",6,6,0,NA,"Y"
"3034",3034,3034,3034,5,18,1978,"","Japan","Military - Japan Maritime Self Defense Force","","","PS-1 amphibious ASW","","",13,13,0,NA,"Y"
"3036",3036,3036,3036,6,23,1978,"","Newfoundland","Gander Aviation","","Survey","Beech Queen Air A80","C-GGAL","",10,10,0,NA,"Y"
"3038",3038,3038,3038,6,26,1978,"","Norway","Helikopter Service","","Bergen - Stratjford-A","Sikorsky S-61N","LN-OQS","",18,18,0,NA,"Y"
"3040",3040,3040,3040,8,14,1978,"","Bolivia","Aeropeca","","","Curtiss C-46","HK-1350","22557",18,18,0,NA,"Y"
"3042",3042,3042,3042,8,25,1978,"23:37","New Mexico","Air Taxi","","Kansas City, MO - Raton, NM","Mitsubishi MU-2J","N178MA","",6,6,0,NA,"Y"
"3044",3044,3044,3044,8,30,1978,"7:47","Nevada","Las Vegas Airlines","","Las Vegas, NV - Santa Ana, CA","Piper PA-31-350 Chieftain","N44LV","",10,10,0,NA,"Y"
"3046",3046,3046,3046,9,3,1978,"","Canada","AirWest Airlines","","Victoria harbor - Victoria Harbor Water Aerodome","de havilland Canada Twin Otter 200","C-FAIV","215",13,11,0,NA,"Y"
"3048",3048,3048,3048,9,3,1978,"17:30","Rhodesia (Zimbabwe)","Air Rhodesia","825","Kariba - Salisbury","Vickers Viscount 782D","VP-WAS","297",56,38,0,NA,"Y"
"3050",3050,3050,3050,9,9,1978,"","Mexico","Lineas Areas del Centro","","Mexico City - Morelia","de Havilland Canada DHC-6 Twin Otter 100","XA-BOP","18",21,18,0,NA,"Y"
"3052",3052,3052,3052,9,14,1978,"14:50","Philippines","Military - Philippine Air Force","","Laoag - Paranaque","Fokker F-27 Friendship 200","PH-FKY","10328",28,21,12,NA,"Y"
"3054",3054,3054,3054,9,25,1978,"","Massachusetts","Business Aircraft - Air Taxi","","Bridgeport, CT - Albany, NY","Cessna 310N","N4121Q","",3,3,0,NA,"Y"
"3056",3056,3056,3056,9,26,1978,"18:45","Puerto Rico","Francisco Cruz","","Borinquen, PR - San Juan, PR","Beech D18AS","N500L","A415",6,6,0,NA,"Y"
"3058",3058,3058,3058,10,3,1978,"","Myanmar","Burma Airways","","","Fokker F-27 Friendship 600","XY-ADY","10572",44,2,0,NA,"Y"
"3060",3060,3060,3060,10,8,1978,"9:25","Alaska","Era Helicopter - Air Taxi","","Kenai, AK - Return","Bell 205-1","N2215W","",7,2,0,NA,"Y"
"3062",3062,3062,3062,10,23,1978,"","USSR","Aeroflot","","","Antonov AN-24B","CCCP-46327","97305504",26,26,0,NA,"Y"
"3064",3064,3064,3064,10,31,1978,"","Brazil","Taxi Aéreo Kovacs","","","Cessna 402","PT-JXL","",9,9,0,NA,"Y"
"3066",3066,3066,3066,11,13,1978,"2:35","Texas","Astrd Wing Aviaiton - Air Taxi","","Dallas, TX - Lubbox, TX","Cessna 310J","N310BJ","",2,2,0,NA,"Y"
"3068",3068,3068,3068,11,16,1978,"3:00","Kansas","Festus Flying Service - Air Taxi","","Wichita, KS - Hays, KS","Beechcraft G18S","N910PC","",2,2,0,NA,"Y"
"3070",3070,3070,3070,11,19,1978,"11:00","India","Military - Indian Air Force","","Chandigarh - Leh","Antonov An-12","","",77,77,1,NA,"Y"
"3072",3072,3072,3072,11,25,1978,"15:55","Alaska","Tyee Airlines - Air Taxi","","Ketchikan, AK - Hydaburg, AK","de Havilland DHC-2","N37906","",5,5,0,NA,"Y"
"3074",3074,3074,3074,12,4,1978,"19:45","Coloado","Rocky Mountain Airways","217","Steamboat Springs - Denver","de Havilland Canada DHC-6 Twin Otter 300","N25RM","387",22,2,0,NA,"Y"
"3076",3076,3076,3076,12,17,1978,"","India","Indian Airlines","","","Boeing B-737-2A8","VT-EAL","20485/277",132,1,3,NA,"Y"
